2025-01-31 12:00:14.807 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-01-31 12:00:14.809 | INFO     | __main__:<module>:50 - Project root: C:\Users\snarc\Documents\buzzline-04-Toba
2025-01-31 12:00:14.810 | INFO     | __main__:<module>:54 - Data folder: C:\Users\snarc\Documents\buzzline-04-Toba\data
2025-01-31 12:00:14.810 | INFO     | __main__:<module>:58 - Data file: C:\Users\snarc\Documents\buzzline-04-Toba\data\buzz_live.json
2025-01-31 12:00:14.810 | INFO     | __main__:main:125 - START producer...
2025-01-31 12:00:14.810 | INFO     | __main__:main:126 - Hit CTRL c (or CMD c) to close.
2025-01-31 12:00:14.820 | INFO     | __main__:get_message_interval:40 - Message interval: 3 seconds
2025-01-31 12:00:14.820 | INFO     | __main__:main:134 - {'message': 'I just tried a movie! It was boring.', 'author': 'Charlie'}
2025-01-31 12:00:17.821 | INFO     | __main__:main:134 - {'message': 'I just tried an app! It was amazing.', 'author': 'Bob'}
2025-01-31 12:00:20.823 | INFO     | __main__:main:134 - {'message': 'I just loved a trick! It was exciting.', 'author': 'Charlie'}
2025-01-31 12:00:23.825 | INFO     | __main__:main:134 - {'message': 'I just loved a trick! It was weird.', 'author': 'Eve'}
2025-01-31 12:00:26.826 | INFO     | __main__:main:134 - {'message': 'I just saw a movie! It was weird.', 'author': 'Eve'}
2025-01-31 12:00:29.827 | INFO     | __main__:main:134 - {'message': 'I just shared a story! It was funny.', 'author': 'Bob'}
2025-01-31 12:00:32.828 | INFO     | __main__:main:134 - {'message': 'I just saw a movie! It was weird.', 'author': 'Bob'}
2025-01-31 12:00:35.829 | INFO     | __main__:main:134 - {'message': 'I just found a meme! It was funny.', 'author': 'Alice'}
2025-01-31 12:00:38.831 | INFO     | __main__:main:134 - {'message': 'I just tried an app! It was amazing.', 'author': 'Alice'}
2025-01-31 12:00:41.842 | INFO     | __main__:main:134 - {'message': 'I just shared a trick! It was boring.', 'author': 'Eve'}
2025-01-31 12:00:44.843 | INFO     | __main__:main:134 - {'message': 'I just found a meme! It was weird.', 'author': 'Bob'}
2025-01-31 12:00:47.844 | INFO     | __main__:main:134 - {'message': 'I just found a movie! It was boring.', 'author': 'Charlie'}
2025-01-31 12:00:50.846 | INFO     | __main__:main:134 - {'message': 'I just saw an app! It was boring.', 'author': 'Eve'}
2025-01-31 12:00:53.848 | INFO     | __main__:main:134 - {'message': 'I just tried a movie! It was weird.', 'author': 'Eve'}
2025-01-31 12:00:56.849 | INFO     | __main__:main:134 - {'message': 'I just tried a trick! It was amazing.', 'author': 'Bob'}
2025-01-31 12:00:59.852 | INFO     | __main__:main:134 - {'message': 'I just tried a meme! It was funny.', 'author': 'Alice'}
2025-01-31 12:01:02.855 | INFO     | __main__:main:134 - {'message': 'I just loved a meme! It was weird.', 'author': 'Alice'}
2025-01-31 12:01:05.961 | INFO     | __main__:main:134 - {'message': 'I just found an app! It was boring.', 'author': 'Charlie'}
2025-01-31 12:01:09.017 | INFO     | __main__:main:134 - {'message': 'I just tried a story! It was exciting.', 'author': 'Alice'}
2025-01-31 12:01:12.019 | INFO     | __main__:main:134 - {'message': 'I just found a meme! It was boring.', 'author': 'Charlie'}
2025-01-31 12:01:15.020 | INFO     | __main__:main:134 - {'message': 'I just shared a story! It was exciting.', 'author': 'Bob'}
2025-01-31 12:01:15.023 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-01-31 12:01:15.023 | INFO     | __main__:<module>:38 - Project root: C:\Users\snarc\Documents\buzzline-04-Toba
2025-01-31 12:01:15.023 | INFO     | __main__:<module>:39 - Data folder: C:\Users\snarc\Documents\buzzline-04-Toba\data
2025-01-31 12:01:15.023 | INFO     | __main__:<module>:40 - Data file: C:\Users\snarc\Documents\buzzline-04-Toba\data\buzz_live.json
2025-01-31 12:01:16.391 | INFO     | __main__:main:155 - START consumer.
2025-01-31 12:01:18.022 | INFO     | __main__:main:134 - {'message': 'I just saw a meme! It was exciting.', 'author': 'Charlie'}
2025-01-31 12:01:18.401 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just saw a meme! It was exciting.', 'author': 'Charlie'}
2025-01-31 12:01:18.401 | INFO     | __main__:process_message:121 - Message received from author: Charlie
2025-01-31 12:01:18.401 | INFO     | __main__:process_message:127 - Updated author counts: {'Charlie': 1}
2025-01-31 12:01:18.574 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just saw a meme! It was exciting.", "author": "Charlie"}

2025-01-31 12:01:21.024 | INFO     | __main__:main:134 - {'message': 'I just saw an app! It was amazing.', 'author': 'Bob'}
2025-01-31 12:01:21.082 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just saw an app! It was amazing.', 'author': 'Bob'}
2025-01-31 12:01:21.082 | INFO     | __main__:process_message:121 - Message received from author: Bob
2025-01-31 12:01:21.082 | INFO     | __main__:process_message:127 - Updated author counts: {'Charlie': 1, 'Bob': 1}
2025-01-31 12:01:21.167 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just saw an app! It was amazing.", "author": "Bob"}

2025-01-31 12:01:24.026 | INFO     | __main__:main:134 - {'message': 'I just tried a meme! It was boring.', 'author': 'Charlie'}
2025-01-31 12:01:24.173 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just tried a meme! It was boring.', 'author': 'Charlie'}
2025-01-31 12:01:24.173 | INFO     | __main__:process_message:121 - Message received from author: Charlie
2025-01-31 12:01:24.173 | INFO     | __main__:process_message:127 - Updated author counts: {'Charlie': 2, 'Bob': 1}
2025-01-31 12:01:24.247 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just tried a meme! It was boring.", "author": "Charlie"}

2025-01-31 12:01:27.027 | INFO     | __main__:main:134 - {'message': 'I just shared a meme! It was funny.', 'author': 'Charlie'}
2025-01-31 12:01:27.254 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just shared a meme! It was funny.', 'author': 'Charlie'}
2025-01-31 12:01:27.255 | INFO     | __main__:process_message:121 - Message received from author: Charlie
2025-01-31 12:01:27.255 | INFO     | __main__:process_message:127 - Updated author counts: {'Charlie': 3, 'Bob': 1}
2025-01-31 12:01:27.320 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just shared a meme! It was funny.", "author": "Charlie"}

2025-01-31 12:01:30.028 | INFO     | __main__:main:134 - {'message': 'I just loved a movie! It was boring.', 'author': 'Eve'}
